raceId,constructorId,mean_pit_stop,total_stops
1125,210,23.105,4
1125,214,23.297,5
1125,215,22.715,3
1126,1,22.129,3
1126,3,22.669,3
1126,6,22.315,2
1126,9,22.093,3
1126,15,23.171,3
1126,117,22.681,3
1126,131,22.454,2
1126,210,22.936,5
1126,214,22.565,2
1126,215,22.346,2
1127,1,29.863,2
1127,3,30.755,5
1127,6,30.328,2
1127,9,30.042,2
1127,15,30.242,2
1127,117,30.438,4
1127,131,29.605,3
1127,210,30.526,2
1127,214,30.465,3
1127,215,29.848,2
1128,3,24.384,3
1128,9,23.813,2
1128,15,24.303,4
1128,117,24.132,4
1128,131,24.232,3
1129,1,23.715,4
1129,3,24.778,2
1129,6,25.103,5
1129,9,24.325,4
1129,15,26.301,4
1129,117,24.861,4
1129,131,25.74,6
1129,210,25.354,7
1129,214,24.605,3
1129,215,24.714,3
1130,1,22.223,4
1130,3,22.512,4
1130,6,22.082,4
1130,9,21.8,5
1130,15,22.743,4
1130,117,22.447,4
1130,131,22.048,4
1130,210,22.867,4
1130,214,21.814,4
1130,215,22.237,5
1131,1,21.195,4
1131,3,22.041,5
1131,6,21.468,6
1131,9,21.973,5
1131,15,22.175,4
1131,117,21.668,5
1131,131,21.488,4
1131,210,21.88,4
1131,214,21.749,4
1131,215,21.822,4
1132,1,29.447,4
1132,3,29.427,4
1132,6,28.98,6
1132,9,28.801,6
1132,15,29.692,6
1132,117,29.38,4
1132,131,29.484,3
1132,210,29.967,4
1132,214,28.786,4
1132,215,29.602,4
1133,1,21.644,4
1133,3,21.788,5
1133,6,21.678,4
1133,9,21.474,4
1133,15,22.076,4
1133,117,22.206,4
1133,131,21.478,4
1133,210,22.29,4
1133,214,21.502,4
1133,215,21.31,3
1134,1,23.01,4
1134,3,23.446,4
1134,6,23.11,4
1134,9,22.826,5
1134,15,23.048,2
1134,117,23.042,2
1134,131,22.859,3
1134,210,23.483,3
1134,214,23.164,4
1134,215,22.808,3
1135,1,21.252,2
1135,3,21.435,3
1135,6,20.84,2
1135,9,20.785,2
1135,15,21.406,4
1135,117,21.367,2
1135,131,21.3,4
1135,210,21.511,2
1135,214,21.015,2
1135,215,21.024,3
1136,1,24.376,4
1136,3,24.974,2
1136,6,24.432,2
1136,9,24.303,4
1136,15,25.774,2
1136,117,24.765,5
1136,131,24.974,4
1136,210,25.672,3
1136,214,24.228,3
1137,1,19.946,2
1137,3,20.441,2
1137,6,21.077,2
1137,9,20.833,3
1137,15,20.282,2
1137,117,20.47,3
1137,131,20.622,2
1137,210,21.446,2
1137,214,20.446,2
1137,215,21.453,2
1138,1,29.122,2
1138,3,29.449,2
1138,6,29.214,2
1138,9,29.322,2
1138,15,29.892,2
1138,117,29.534,2
1138,131,29.005,2
1138,210,29.758,3
1138,214,29.601,2
1138,215,29.674,4
1139,1,23.919,2
1139,3,24.181,3
1139,6,23.89,2
1139,9,23.904,2
1139,15,24.587,3
1139,117,24.247,2
1139,210,24.184,3
1139,214,24.156,3
1139,215,24.016,2
1140,1,21.968,2
1140,3,23.895,1
1140,6,22.6,3
1140,9,22.047,4
1140,15,22.72,2
1140,117,22.592,1
1140,131,22.5,2
1140,210,23.205,2
1140,214,23.224,2
1140,215,22.586,2
1141,1,25.407,4
1141,3,25.263,2
1141,6,25.246,4
1141,9,26.692,3
1141,15,26.158,5
1141,117,25.107,2
1141,131,25.452,4
1141,210,26.98,5
1141,215,26.799,4
1142,1,21.001,5
1142,3,21.468,3
1142,6,21.21,4
1142,9,21.32,4
1142,15,21.692,4
1142,117,21.467,4
1142,131,21.117,4
1142,210,21.725,3
1142,214,20.242,4
1142,215,21.017,4
1143,1,28.349,7
1143,3,32.031,4
1143,6,29.399,6
1143,9,25.857,6
1143,15,28.879,6
1143,117,32.298,5
1143,131,28.478,8
1143,210,29.629,7
1143,214,27.332,3
1143,215,28.72,8
1144,1,22.429,3
1144,3,23.503,2
1144,6,21.574,2
1144,15,23.024,3
1144,117,22.77,4
1144,131,21.675,2
1144,210,22.895,5
1144,214,22.069,2
1144,215,22.616,4
