year,race_name,constructor_name,total_stops,mean_pit_stop,delta_pit_stop,race_points,season_points,championship_standing,target_top5
2014,Monaco Grand Prix,Lotus F1,2,25.67,-0.584,4.0,8.0,7.0,0
2014,Monaco Grand Prix,Toro Rosso,2,22.414,-3.84,0.0,8.0,8.0,0
2014,Monaco Grand Prix,Marussia,4,30.623,4.369,2.0,2.0,9.0,0
2014,Monaco Grand Prix,Sauber,2,25.906,-0.348,0.0,0.0,10.0,0
2014,Monaco Grand Prix,Caterham,4,26.053,-0.201,0.0,0.0,11.0,0
2014,Canadian Grand Prix,Mercedes,4,24.239,0.204,18.0,258.0,1.0,1
2014,Canadian Grand Prix,Red Bull,4,23.531,-0.504,40.0,139.0,2.0,1
2014,Canadian Grand Prix,Ferrari,4,23.967,-0.068,9.0,87.0,3.0,1
2014,Canadian Grand Prix,Force India,2,23.904,-0.131,10.0,77.0,4.0,1
2014,Canadian Grand Prix,McLaren,4,23.982,-0.053,14.0,66.0,5.0,1
2014,Canadian Grand Prix,Williams,4,23.984,-0.051,6.0,58.0,6.0,0
2014,Canadian Grand Prix,Toro Rosso,4,24.548,0.513,4.0,12.0,7.0,0
2014,Canadian Grand Prix,Lotus F1,2,23.9,-0.135,0.0,8.0,8.0,0
2014,Canadian Grand Prix,Sauber,5,24.262,0.227,0.0,0.0,10.0,0
2014,Austrian Grand Prix,Mercedes,4,21.98,-0.307,43.0,301.0,1.0,1
2014,Austrian Grand Prix,Red Bull,4,21.415,-0.872,4.0,143.0,2.0,1
2014,Austrian Grand Prix,Ferrari,4,21.51,-0.777,11.0,98.0,3.0,1
2014,Austrian Grand Prix,Force India,4,22.474,0.187,10.0,87.0,4.0,1
2014,Austrian Grand Prix,Williams,4,21.833,-0.454,27.0,85.0,5.0,1
2014,Austrian Grand Prix,McLaren,4,21.575,-0.712,6.0,72.0,6.0,0
2014,Austrian Grand Prix,Toro Rosso,3,22.171,-0.116,0.0,12.0,7.0,0
2014,Austrian Grand Prix,Lotus F1,4,23.013,0.726,0.0,8.0,8.0,0
2014,Austrian Grand Prix,Marussia,2,23.714,1.427,0.0,2.0,9.0,0
2014,Austrian Grand Prix,Sauber,5,22.646,0.359,0.0,0.0,10.0,0
2014,Austrian Grand Prix,Caterham,3,22.828,0.541,0.0,0.0,11.0,0
2014,British Grand Prix,Mercedes,3,29.1,0.024,25.0,326.0,1.0,1
2014,British Grand Prix,Red Bull,3,28.609,-0.467,25.0,168.0,2.0,1
2014,British Grand Prix,Williams,1,29.104,0.028,18.0,103.0,4.0,1
2014,British Grand Prix,Force India,2,29.589,0.513,4.0,91.0,5.0,1
2014,British Grand Prix,McLaren,2,28.695,-0.381,18.0,90.0,6.0,0
2014,British Grand Prix,Toro Rosso,3,29.164,0.088,3.0,15.0,7.0,0
2014,British Grand Prix,Lotus F1,2,29.27,0.194,0.0,8.0,8.0,0
2014,British Grand Prix,Marussia,3,27.748,-1.328,0.0,2.0,9.0,0
2014,British Grand Prix,Sauber,1,29.956,0.88,0.0,0.0,10.0,0
2014,British Grand Prix,Caterham,2,29.524,0.448,0.0,0.0,11.0,0
2014,German Grand Prix,Mercedes,5,19.962,0.116,40.0,366.0,1.0,1
2014,German Grand Prix,Red Bull,6,19.137,-0.709,20.0,188.0,2.0,1
2014,German Grand Prix,Williams,2,20.16,0.314,18.0,121.0,3.0,1
2014,German Grand Prix,Ferrari,6,19.476,-0.37,10.0,116.0,4.0,1
2014,German Grand Prix,Force India,5,20.131,0.285,7.0,98.0,5.0,1
2014,German Grand Prix,McLaren,6,19.175,-0.671,6.0,96.0,6.0,0
2014,German Grand Prix,Toro Rosso,5,20.317,0.471,0.0,15.0,7.0,0
2014,German Grand Prix,Lotus F1,3,19.051,-0.795,0.0,8.0,8.0,0
2014,German Grand Prix,Marussia,5,20.54,0.694,0.0,2.0,9.0,0
2014,German Grand Prix,Sauber,6,20.175,0.329,0.0,0.0,10.0,0
2014,German Grand Prix,Caterham,6,20.177,0.331,0.0,0.0,11.0,0
2014,Hungarian Grand Prix,Mercedes,5,23.171,0.024,27.0,393.0,1.0,1
2014,Hungarian Grand Prix,Red Bull,5,22.399,-0.748,31.0,219.0,2.0,1
2014,Hungarian Grand Prix,Ferrari,4,22.314,-0.833,26.0,142.0,3.0,1
2014,Hungarian Grand Prix,Williams,6,22.974,-0.173,14.0,135.0,4.0,1
2014,Hungarian Grand Prix,Force India,2,24.788,1.641,0.0,98.0,5.0,1
2014,Hungarian Grand Prix,McLaren,5,22.594,-0.553,1.0,97.0,6.0,0
2014,Hungarian Grand Prix,Toro Rosso,4,23.139,-0.008,2.0,17.0,7.0,0
2014,Hungarian Grand Prix,Lotus F1,4,22.724,-0.423,0.0,8.0,8.0,0
2014,Hungarian Grand Prix,Marussia,5,24.096,0.949,0.0,2.0,9.0,0
2014,Hungarian Grand Prix,Sauber,3,23.275,0.128,0.0,0.0,10.0,0
2014,Belgian Grand Prix,Mercedes,6,23.946,0.384,18.0,411.0,1.0,1
2014,Belgian Grand Prix,Red Bull,5,22.862,-0.7,35.0,254.0,2.0,1
2014,Belgian Grand Prix,Ferrari,4,22.884,-0.678,18.0,160.0,3.0,1
2014,Belgian Grand Prix,Williams,5,23.439,-0.123,15.0,150.0,4.0,1
2014,Belgian Grand Prix,McLaren,4,22.729,-0.833,8.0,105.0,5.0,1
2014,Belgian Grand Prix,Force India,4,23.686,0.124,5.0,103.0,6.0,0
2014,Belgian Grand Prix,Toro Rosso,4,23.823,0.261,2.0,19.0,7.0,0
2014,Belgian Grand Prix,Lotus F1,3,23.704,0.142,0.0,8.0,8.0,0
2014,Belgian Grand Prix,Marussia,4,24.472,0.91,0.0,2.0,9.0,0
2014,Belgian Grand Prix,Sauber,5,23.485,-0.077,0.0,0.0,10.0,0
2014,Belgian Grand Prix,Caterham,2,24.148,0.586,0.0,0.0,11.0,0
2014,Italian Grand Prix,Mercedes,2,24.518,-0.595,43.0,454.0,1.0,1
2014,Italian Grand Prix,Red Bull,2,24.782,-0.331,18.0,272.0,2.0,1
2014,Italian Grand Prix,Williams,2,24.657,-0.456,27.0,177.0,3.0,1
2014,Italian Grand Prix,Ferrari,2,24.73,-0.383,2.0,162.0,4.0,1
2014,Italian Grand Prix,McLaren,2,24.441,-0.672,5.0,110.0,5.0,1
2014,Italian Grand Prix,Force India,2,25.242,0.129,6.0,109.0,6.0,0
2014,Italian Grand Prix,Toro Rosso,2,24.848,-0.265,0.0,19.0,7.0,0
2014,Italian Grand Prix,Lotus F1,2,24.66,-0.453,0.0,8.0,8.0,0
2014,Italian Grand Prix,Marussia,1,26.641,1.528,0.0,2.0,9.0,0
2014,Italian Grand Prix,Sauber,4,26.446,1.333,0.0,0.0,10.0,0
2014,Italian Grand Prix,Caterham,2,25.277,0.164,0.0,0.0,11.0,0
2014,Singapore Grand Prix,Mercedes,3,29.915,0.209,25.0,479.0,1.0,1
2014,Singapore Grand Prix,Red Bull,4,29.438,-0.268,33.0,305.0,2.0,1
2014,Singapore Grand Prix,Williams,4,29.451,-0.255,10.0,187.0,3.0,1
2014,Singapore Grand Prix,Ferrari,6,29.296,-0.41,16.0,178.0,4.0,1
2014,Singapore Grand Prix,Force India,7,29.764,0.058,8.0,117.0,5.0,1
2014,Singapore Grand Prix,McLaren,5,28.7,-1.006,1.0,111.0,6.0,0
2014,Singapore Grand Prix,Toro Rosso,6,30.257,0.551,8.0,27.0,7.0,0
2014,Singapore Grand Prix,Lotus F1,7,29.448,-0.258,0.0,8.0,8.0,0
2014,Singapore Grand Prix,Marussia,6,30.136,0.43,0.0,2.0,9.0,0
2014,Singapore Grand Prix,Sauber,4,30.102,0.396,0.0,0.0,10.0,0
2014,Singapore Grand Prix,Caterham,2,30.254,0.548,0.0,0.0,11.0,0
2014,Japanese Grand Prix,Mercedes,6,24.032,-0.714,43.0,522.0,1.0,1
2014,Japanese Grand Prix,Red Bull,6,24.25,-0.496,27.0,332.0,2.0,1
2014,Japanese Grand Prix,Williams,6,24.705,-0.041,14.0,201.0,3.0,1
2014,Japanese Grand Prix,Ferrari,6,24.711,-0.035,0.0,178.0,4.0,1
2014,Japanese Grand Prix,Force India,8,24.711,-0.035,5.0,122.0,5.0,1
2014,Japanese Grand Prix,McLaren,9,24.38,-0.366,10.0,121.0,6.0,0
2014,Japanese Grand Prix,Toro Rosso,7,25.029,0.283,2.0,29.0,7.0,0
2014,Japanese Grand Prix,Lotus F1,9,24.403,-0.343,0.0,8.0,8.0,0
2014,Japanese Grand Prix,Marussia,6,25.296,0.55,0.0,2.0,9.0,0
2014,Japanese Grand Prix,Sauber,7,25.135,0.389,0.0,0.0,10.0,0
2014,Japanese Grand Prix,Caterham,9,25.55,0.804,0.0,0.0,11.0,0
2014,Russian Grand Prix,Mercedes,2,30.503,0.1,43.0,565.0,1.0,1
2014,Russian Grand Prix,Red Bull,2,30.181,-0.222,10.0,342.0,2.0,1
2014,Russian Grand Prix,Williams,3,30.184,-0.219,15.0,216.0,3.0,1
2014,Russian Grand Prix,Ferrari,2,30.097,-0.306,10.0,188.0,4.0,1
2014,Russian Grand Prix,McLaren,2,29.865,-0.538,22.0,143.0,5.0,1
2014,Russian Grand Prix,Force India,2,29.986,-0.417,1.0,123.0,6.0,0
2014,Russian Grand Prix,Toro Rosso,3,30.726,0.323,0.0,29.0,7.0,0
2014,Russian Grand Prix,Lotus F1,2,30.108,-0.295,0.0,8.0,8.0,0
2014,Russian Grand Prix,Marussia,1,31.374,0.971,0.0,2.0,9.0,0
2014,Russian Grand Prix,Sauber,2,30.518,0.115,0.0,0.0,10.0,0
2014,Russian Grand Prix,Caterham,2,30.89,0.487,0.0,0.0,11.0,0
2014,United States Grand Prix,Mercedes,4,24.39,0.014,43.0,608.0,1.0,1
2014,United States Grand Prix,Red Bull,6,24.046,-0.33,21.0,363.0,2.0,1
2014,United States Grand Prix,Williams,4,24.594,0.218,22.0,238.0,3.0,1
2014,United States Grand Prix,Ferrari,5,24.193,-0.183,8.0,196.0,4.0,1
2014,United States Grand Prix,McLaren,4,24.022,-0.354,4.0,147.0,5.0,1
2014,United States Grand Prix,Toro Rosso,5,24.579,0.203,1.0,30.0,7.0,0
2014,United States Grand Prix,Lotus F1,4,24.319,-0.057,2.0,10.0,8.0,0
2014,United States Grand Prix,Sauber,3,24.867,0.491,0.0,0.0,10.0,0
2014,Brazilian Grand Prix,Mercedes,6,23.461,-0.086,43.0,651.0,1.0,1
2014,Brazilian Grand Prix,Red Bull,5,23.152,-0.395,10.0,373.0,2.0,1
2014,Brazilian Grand Prix,Williams,6,23.257,-0.29,16.0,254.0,3.0,1
2014,Brazilian Grand Prix,Ferrari,5,23.229,-0.318,14.0,210.0,4.0,1
2014,Brazilian Grand Prix,McLaren,6,23.4,-0.147,14.0,161.0,5.0,1
2014,Brazilian Grand Prix,Force India,6,23.35,-0.197,4.0,127.0,6.0,0
2014,Brazilian Grand Prix,Toro Rosso,6,24.384,0.837,0.0,30.0,7.0,0
2014,Brazilian Grand Prix,Lotus F1,6,23.586,0.039,0.0,10.0,8.0,0
2014,Brazilian Grand Prix,Sauber,6,24.1,0.553,0.0,0.0,10.0,0
2014,Abu Dhabi Grand Prix,Mercedes,4,22.399,0.224,50.0,701.0,1.0,1
2014,Abu Dhabi Grand Prix,Red Bull,4,22.008,-0.167,32.0,405.0,2.0,1
2014,Abu Dhabi Grand Prix,Williams,4,21.942,-0.233,66.0,320.0,3.0,1
2014,Abu Dhabi Grand Prix,Ferrari,4,21.86,-0.315,6.0,216.0,4.0,1
2014,Abu Dhabi Grand Prix,McLaren,4,22.095,-0.08,20.0,181.0,5.0,1
2014,Abu Dhabi Grand Prix,Force India,4,21.999,-0.176,28.0,155.0,6.0,0
2014,Abu Dhabi Grand Prix,Toro Rosso,4,23.049,0.874,0.0,30.0,7.0,0
2014,Abu Dhabi Grand Prix,Lotus F1,4,20.348,-1.827,0.0,10.0,8.0,0
2014,Abu Dhabi Grand Prix,Sauber,5,22.679,0.504,0.0,0.0,10.0,0
2014,Abu Dhabi Grand Prix,Caterham,4,23.372,1.197,0.0,0.0,11.0,0
2015,Australian Grand Prix,Mercedes,2,22.2,-0.414,43.0,43.0,1.0,1
2015,Australian Grand Prix,Ferrari,3,22.55,-0.064,15.0,15.0,2.0,1
2015,Australian Grand Prix,Sauber,4,22.805,0.191,14.0,14.0,3.0,1
2015,Australian Grand Prix,Williams,1,22.062,-0.552,12.0,12.0,4.0,1
2015,Australian Grand Prix,Red Bull,1,22.535,-0.079,8.0,8.0,5.0,1
2015,Australian Grand Prix,Force India,3,21.874,-0.74,7.0,7.0,6.0,0
2015,Australian Grand Prix,Toro Rosso,2,23.532,0.918,2.0,2.0,7.0,0
2015,Australian Grand Prix,McLaren,1,23.353,0.739,0.0,0.0,8.0,0
2015,Malaysian Grand Prix,Mercedes,6,24.756,-1.02,33.0,76.0,1.0,1
2015,Malaysian Grand Prix,Ferrari,5,25.154,-0.622,37.0,52.0,2.0,1
2015,Malaysian Grand Prix,Williams,6,26.196,0.42,18.0,30.0,3.0,1
2015,Malaysian Grand Prix,Sauber,4,25.425,-0.351,0.0,14.0,4.0,1
2015,Malaysian Grand Prix,Toro Rosso,5,26.046,0.27,10.0,12.0,5.0,1
2015,Malaysian Grand Prix,Red Bull,6,26.517,0.741,3.0,11.0,6.0,0
2015,Malaysian Grand Prix,Force India,5,25.38,-0.396,0.0,7.0,7.0,0
2015,Malaysian Grand Prix,Lotus F1,6,24.822,-0.954,0.0,0.0,8.0,0
2015,Malaysian Grand Prix,McLaren,4,25.55,-0.226,0.0,0.0,9.0,0
2015,Malaysian Grand Prix,Manor Marussia,3,27.915,2.139,0.0,0.0,10.0,0
2015,Chinese Grand Prix,Mercedes,4,22.548,-0.595,43.0,119.0,1.0,1
2015,Chinese Grand Prix,Ferrari,4,22.551,-0.592,27.0,79.0,2.0,1
2015,Chinese Grand Prix,Williams,4,23.282,0.139,18.0,48.0,3.0,1
2015,Chinese Grand Prix,Sauber,4,23.894,0.751,5.0,19.0,4.0,1
2015,Chinese Grand Prix,Red Bull,2,22.766,-0.377,2.0,13.0,5.0,1
2015,Chinese Grand Prix,Toro Rosso,4,23.683,0.54,0.0,12.0,6.0,0
2015,Chinese Grand Prix,Force India,3,23.104,-0.039,0.0,7.0,7.0,0
2015,Chinese Grand Prix,Lotus F1,5,22.061,-1.082,6.0,6.0,8.0,0
2015,Chinese Grand Prix,McLaren,4,23.448,0.305,0.0,0.0,9.0,0
2015,Chinese Grand Prix,Manor Marussia,4,24.091,0.948,0.0,0.0,10.0,0
2015,Bahrain Grand Prix,Mercedes,4,25.262,-0.203,40.0,159.0,1.0,1
2015,Bahrain Grand Prix,Ferrari,5,24.57,-0.895,28.0,107.0,2.0,1
2015,Bahrain Grand Prix,Williams,4,24.957,-0.508,13.0,61.0,3.0,1
2015,Bahrain Grand Prix,Red Bull,4,25.195,-0.27,10.0,23.0,4.0,1
2015,Bahrain Grand Prix,Sauber,6,25.931,0.466,0.0,19.0,5.0,1
2015,Bahrain Grand Prix,Lotus F1,5,24.768,-0.697,6.0,12.0,6.0,0
2015,Bahrain Grand Prix,Toro Rosso,4,26.909,1.444,0.0,12.0,7.0,0
2015,Bahrain Grand Prix,Force India,5,25.434,-0.031,4.0,11.0,8.0,0
2015,Bahrain Grand Prix,McLaren,2,25.124,-0.341,0.0,0.0,9.0,0
2015,Bahrain Grand Prix,Manor Marussia,4,26.497,1.032,0.0,0.0,10.0,0
2015,Spanish Grand Prix,Mercedes,5,22.72,-0.259,43.0,202.0,1.0,1
2015,Spanish Grand Prix,Ferrari,4,22.002,-0.977,25.0,132.0,2.0,1
2015,Spanish Grand Prix,Williams,5,22.181,-0.798,20.0,81.0,3.0,1
2015,Spanish Grand Prix,Red Bull,4,23.066,0.087,7.0,30.0,4.0,1
2015,Spanish Grand Prix,Sauber,4,23.502,0.523,0.0,19.0,5.0,1
2015,Spanish Grand Prix,Lotus F1,5,23.62,0.641,4.0,16.0,6.0,0
2015,Spanish Grand Prix,Toro Rosso,4,23.01,0.031,2.0,14.0,7.0,0
2015,Spanish Grand Prix,Force India,5,22.526,-0.453,0.0,11.0,8.0,0
2015,Spanish Grand Prix,McLaren,4,23.428,0.449,0.0,0.0,9.0,0
2015,Spanish Grand Prix,Manor Marussia,6,23.738,0.759,0.0,0.0,10.0,0
2015,Monaco Grand Prix,Mercedes,3,24.822,-0.13,40.0,242.0,1.0,1
2015,Monaco Grand Prix,Ferrari,2,24.514,-0.438,26.0,158.0,2.0,1
2015,Monaco Grand Prix,Williams,5,24.604,-0.348,0.0,81.0,3.0,1
2015,Monaco Grand Prix,Red Bull,3,24.621,-0.331,22.0,52.0,4.0,1
2015,Monaco Grand Prix,Sauber,5,25.68,0.728,2.0,21.0,5.0,1
2015,Monaco Grand Prix,Force India,4,24.87,-0.082,6.0,17.0,6.0,0
2015,Monaco Grand Prix,Lotus F1,1,25.077,0.125,0.0,16.0,7.0,0
2015,Monaco Grand Prix,Toro Rosso,3,25.521,0.569,1.0,15.0,8.0,0
2015,Monaco Grand Prix,McLaren,3,24.862,-0.09,4.0,4.0,9.0,0
2015,Canadian Grand Prix,Mercedes,2,23.514,-0.731,43.0,285.0,1.0,1
2015,Canadian Grand Prix,Ferrari,4,24.848,0.603,22.0,180.0,2.0,1
2015,Canadian Grand Prix,Williams,2,24.726,0.481,23.0,104.0,3.0,1
2015,Canadian Grand Prix,Red Bull,2,23.839,-0.406,2.0,54.0,4.0,1
2015,Canadian Grand Prix,Lotus F1,2,23.976,-0.269,7.0,23.0,5.0,1
2015,Canadian Grand Prix,Sauber,2,24.472,0.227,0.0,21.0,6.0,0
2015,Canadian Grand Prix,Force India,2,23.48,-0.765,4.0,21.0,7.0,0
2015,Canadian Grand Prix,Toro Rosso,2,24.277,0.032,0.0,15.0,8.0,0
2015,Canadian Grand Prix,McLaren,3,22.328,-1.917,0.0,4.0,9.0,0
2015,Canadian Grand Prix,Manor Marussia,2,26.986,2.741,0.0,0.0,10.0,0
2015,Austrian Grand Prix,Mercedes,2,21.818,-2.848,43.0,328.0,1.0,1
2015,Austrian Grand Prix,Ferrari,1,31.882,7.216,12.0,192.0,2.0,1
2015,Austrian Grand Prix,Williams,2,22.612,-2.054,25.0,129.0,3.0,1
2015,Austrian Grand Prix,Red Bull,3,26.151,1.485,1.0,55.0,4.0,1
2015,Austrian Grand Prix,Force India,2,24.187,-0.479,10.0,31.0,5.0,1
2015,Austrian Grand Prix,Lotus F1,2,21.932,-2.734,6.0,29.0,6.0,0
2015,Austrian Grand Prix,Sauber,4,22.924,-1.742,0.0,21.0,7.0,0
2015,Austrian Grand Prix,Toro Rosso,2,24.811,0.145,4.0,19.0,8.0,0
2015,Austrian Grand Prix,McLaren,2,26.416,1.75,0.0,4.0,9.0,0
2015,Austrian Grand Prix,Manor Marussia,1,23.926,-0.74,0.0,0.0,10.0,0
2015,British Grand Prix,Mercedes,4,29.046,-1.301,43.0,371.0,1.0,1
2015,British Grand Prix,Ferrari,5,29.634,-0.713,19.0,211.0,2.0,1
2015,British Grand Prix,Williams,4,30.509,0.162,22.0,151.0,3.0,1
2015,British Grand Prix,Red Bull,4,30.263,-0.084,8.0,63.0,4.0,1
2015,British Grand Prix,Force India,4,30.827,0.48,8.0,39.0,5.0,1
2015,British Grand Prix,Sauber,4,30.122,-0.225,0.0,21.0,7.0,0
2015,British Grand Prix,Toro Rosso,1,29.393,-0.954,0.0,19.0,8.0,0
2015,British Grand Prix,McLaren,3,30.648,0.301,1.0,5.0,9.0,0
2015,British Grand Prix,Manor Marussia,4,32.679,2.332,0.0,0.0,10.0,0
2015,Hungarian Grand Prix,Mercedes,11,20.951,0.212,12.0,383.0,1.0,1
2015,Hungarian Grand Prix,Ferrari,9,19.53,-1.209,25.0,236.0,2.0,1
2015,Hungarian Grand Prix,Williams,10,21.385,0.646,0.0,151.0,3.0,1
2015,Hungarian Grand Prix,Red Bull,10,21.151,0.412,33.0,96.0,4.0,1
2015,Hungarian Grand Prix,Force India,7,21.467,0.728,0.0,39.0,5.0,1
2015,Hungarian Grand Prix,Lotus F1,11,20.664,-0.075,6.0,35.0,6.0,0
2015,Hungarian Grand Prix,Toro Rosso,9,20.376,-0.363,12.0,31.0,7.0,0
2015,Hungarian Grand Prix,Sauber,10,20.821,0.082,1.0,22.0,8.0,0
2015,Hungarian Grand Prix,McLaren,9,19.757,-0.982,12.0,17.0,9.0,0
2015,Hungarian Grand Prix,Manor Marussia,10,21.291,0.552,0.0,0.0,10.0,0
2015,Belgian Grand Prix,Mercedes,4,22.78,-0.411,43.0,426.0,1.0,1
2015,Belgian Grand Prix,Ferrari,3,22.801,-0.39,6.0,242.0,2.0,1
2015,Belgian Grand Prix,Williams,5,22.218,-0.973,10.0,161.0,3.0,1
2015,Belgian Grand Prix,Red Bull,3,22.665,-0.526,12.0,108.0,4.0,1
2015,Belgian Grand Prix,Lotus F1,2,23.605,0.414,15.0,50.0,5.0,1
2015,Belgian Grand Prix,Force India,2,23.24,0.049,10.0,49.0,6.0,0
2015,Belgian Grand Prix,Toro Rosso,5,23.525,0.334,4.0,35.0,7.0,0
2015,Belgian Grand Prix,Sauber,4,23.648,0.457,1.0,23.0,8.0,0
2015,Belgian Grand Prix,McLaren,6,23.632,0.441,0.0,17.0,9.0,0
2015,Belgian Grand Prix,Manor Marussia,4,23.8,0.609,0.0,0.0,10.0,0
2015,Italian Grand Prix,Mercedes,2,24.512,0.014,25.0,451.0,1.0,1
2015,Italian Grand Prix,Ferrari,2,24.391,-0.107,28.0,270.0,2.0,1
2015,Italian Grand Prix,Williams,2,25.372,0.874,27.0,188.0,3.0,1
2015,Italian Grand Prix,Red Bull,2,24.072,-0.426,5.0,113.0,4.0,1
2015,Italian Grand Prix,Force India,2,24.284,-0.214,14.0,63.0,5.0,1
2015,Italian Grand Prix,Toro Rosso,5,23.452,-1.046,0.0,35.0,7.0,0
2015,Italian Grand Prix,Sauber,3,25.295,0.797,2.0,25.0,8.0,0
2015,Italian Grand Prix,McLaren,3,22.671,-1.827,0.0,17.0,9.0,0
2015,Italian Grand Prix,Manor Marussia,2,26.435,1.937,0.0,0.0,10.0,0
2015,Singapore Grand Prix,Mercedes,3,29.789,-0.263,12.0,463.0,1.0,1
2015,Singapore Grand Prix,Ferrari,4,29.791,-0.261,40.0,310.0,2.0,1
2015,Singapore Grand Prix,Williams,5,28.84,-1.212,10.0,198.0,3.0,1
2015,Singapore Grand Prix,Red Bull,4,30.702,0.65,26.0,139.0,4.0,1
2015,Singapore Grand Prix,Force India,3,30.092,0.04,6.0,69.0,5.0,1
2015,Singapore Grand Prix,Lotus F1,5,29.889,-0.163,0.0,50.0,6.0,0
2015,Singapore Grand Prix,Toro Rosso,5,30.42,0.368,6.0,41.0,7.0,0
2015,Singapore Grand Prix,Sauber,5,29.688,-0.364,1.0,26.0,8.0,0
2015,Singapore Grand Prix,McLaren,4,30.106,0.054,0.0,17.0,9.0,0
2015,Singapore Grand Prix,Manor Marussia,4,31.205,1.153,0.0,0.0,10.0,0
2015,Japanese Grand Prix,Mercedes,4,23.058,-0.87,43.0,506.0,1.0,1
2015,Japanese Grand Prix,Ferrari,4,23.126,-0.802,27.0,337.0,2.0,1
2015,Japanese Grand Prix,Williams,5,24.634,0.706,10.0,208.0,3.0,1
2015,Japanese Grand Prix,Red Bull,5,23.838,-0.09,0.0,139.0,4.0,1
2015,Japanese Grand Prix,Force India,6,24.17,0.242,8.0,77.0,5.0,1
2015,Japanese Grand Prix,Lotus F1,4,24.109,0.181,10.0,60.0,6.0,0
2015,Japanese Grand Prix,Toro Rosso,4,23.839,-0.09,3.0,44.0,7.0,0
2015,Japanese Grand Prix,Sauber,4,23.934,0.006,0.0,26.0,8.0,0
2015,Japanese Grand Prix,McLaren,4,23.638,-0.29,0.0,17.0,9.0,0
2015,Japanese Grand Prix,Manor Marussia,5,24.939,1.011,0.0,0.0,10.0,0
2015,Russian Grand Prix,Mercedes,1,30.216,0.079,25.0,531.0,1.0,1
2015,Russian Grand Prix,Ferrari,2,29.376,-0.761,22.0,359.0,2.0,1
2015,Russian Grand Prix,Williams,2,30.528,0.391,12.0,220.0,3.0,1
2015,Russian Grand Prix,Red Bull,2,30.075,-0.062,10.0,149.0,4.0,1
2015,Russian Grand Prix,Force India,1,30.545,0.408,15.0,92.0,5.0,1
2015,Russian Grand Prix,Lotus F1,2,29.952,-0.185,6.0,66.0,6.0,0
2015,Russian Grand Prix,Toro Rosso,3,30.264,0.127,1.0,45.0,7.0,0
2015,Russian Grand Prix,Sauber,1,30.362,0.225,8.0,34.0,8.0,0
2015,Russian Grand Prix,McLaren,2,29.629,-0.508,2.0,19.0,9.0,0
2015,Russian Grand Prix,Manor Marussia,3,30.421,0.284,0.0,0.0,10.0,0
2015,United States Grand Prix,Mercedes,4,24.581,-1.403,43.0,574.0,1.0,1
2015,United States Grand Prix,Ferrari,5,24.872,-1.112,15.0,374.0,2.0,1
2015,United States Grand Prix,Williams,3,25.515,-0.469,0.0,220.0,3.0,1
2015,United States Grand Prix,Red Bull,5,25.318,-0.666,1.0,150.0,4.0,1
2015,United States Grand Prix,Force India,4,26.473,0.489,10.0,102.0,5.0,1
2015,United States Grand Prix,Lotus F1,5,26.74,0.756,4.0,70.0,6.0,0
2015,United States Grand Prix,Toro Rosso,5,25.632,-0.352,18.0,63.0,7.0,0
2015,United States Grand Prix,Sauber,7,28.07,2.086,2.0,36.0,8.0,0
2015,United States Grand Prix,McLaren,6,26.477,0.493,8.0,27.0,9.0,0
2015,United States Grand Prix,Manor Marussia,3,26.166,0.182,0.0,0.0,10.0,0
2015,Mexican Grand Prix,Mercedes,4,22.332,-0.787,43.0,617.0,1.0,1
2015,Mexican Grand Prix,Ferrari,2,22.156,-0.963,0.0,374.0,2.0,1
2015,Mexican Grand Prix,Williams,4,23.013,-0.106,23.0,243.0,3.0,1
2015,Mexican Grand Prix,Red Bull,4,22.497,-0.622,22.0,172.0,4.0,1
2015,Mexican Grand Prix,Force India,3,23.653,0.534,10.0,112.0,5.0,1
2015,Mexican Grand Prix,Lotus F1,4,23.258,0.139,1.0,71.0,6.0,0
2015,Mexican Grand Prix,Toro Rosso,5,23.109,-0.01,2.0,65.0,7.0,0
2015,Mexican Grand Prix,Sauber,6,23.328,0.209,0.0,36.0,8.0,0
2015,Mexican Grand Prix,McLaren,2,23.187,0.068,0.0,27.0,9.0,0
2015,Mexican Grand Prix,Manor Marussia,4,24.656,1.537,0.0,0.0,10.0,0
2015,Brazilian Grand Prix,Mercedes,6,23.636,-0.535,43.0,660.0,1.0,1
2015,Brazilian Grand Prix,Ferrari,5,23.947,-0.224,27.0,401.0,2.0,1
2015,Brazilian Grand Prix,Williams,5,23.973,-0.198,10.0,253.0,3.0,1
2015,Brazilian Grand Prix,Red Bull,5,24.095,-0.076,6.0,178.0,4.0,1
2015,Brazilian Grand Prix,Force India,5,23.881,-0.29,8.0,120.0,5.0,1
2015,Brazilian Grand Prix,Lotus F1,5,24.084,-0.087,5.0,76.0,6.0,0
2015,Brazilian Grand Prix,Toro Rosso,3,24.132,-0.039,2.0,67.0,7.0,0
2015,Brazilian Grand Prix,Sauber,5,24.955,0.784,0.0,36.0,8.0,0
2015,Brazilian Grand Prix,McLaren,6,23.486,-0.685,0.0,27.0,9.0,0
2015,Brazilian Grand Prix,Manor Marussia,4,25.52,1.349,0.0,0.0,10.0,0
2015,Abu Dhabi Grand Prix,Mercedes,4,21.489,-0.643,43.0,703.0,1.0,1
2015,Abu Dhabi Grand Prix,Ferrari,4,21.862,-0.27,27.0,428.0,2.0,1
2015,Abu Dhabi Grand Prix,Williams,5,22.78,0.648,4.0,257.0,3.0,1
